Date,Description,Amount
2025-01-01,BRIARWOOD HALLS,-498.00
2025-01-05,CAMPUS SPORT MEMBERSHIP,-19.50
2025-01-08,AMAZON PRIME,-8.99
2025-01-16,SPOTIFY LTD,-5.99
2025-01-30,STUDENT FINANCE ENGLAND,1420.00
2025-02-01,BRIARWOOD HALLS,-498.00
2025-02-04,ALDI 1183,-27.40
2025-02-05,CAMPUS SPORT MEMBERSHIP,-19.50
2025-02-08,AMAZON PRIME,-8.99
2025-02-16,SPOTIFY LTD,-5.99
2025-02-19,THE PAPER MOON BOOKSHOP,-18.99
2025-02-30,STUDENT FINANCE ENGLAND,1420.00
2025-03-01,BRIARWOOD HALLS,-498.00
2025-03-05,CAMPUS SPORT MEMBERSHIP,-19.50
2025-03-08,AMAZON PRIME,-8.99
2025-03-16,SPOTIFY LTD,-5.99
2025-03-23,DUOLINGO PLUS,-59.99
2025-03-30,STUDENT FINANCE ENGLAND,1420.00
2025-04-01,BRIARWOOD HALLS,-498.00
2025-04-05,CAMPUS SPORT MEMBERSHIP,-19.50
2025-04-07,ALDI 1183,-31.05
2025-04-08,AMAZON PRIME,-9.99
2025-04-16,SPOTIFY LTD,-5.99
2025-04-30,STUDENT FINANCE ENGLAND,1420.00
2025-05-01,BRIARWOOD HALLS,-498.00
2025-05-05,CAMPUS SPORT MEMBERSHIP,-19.50
2025-05-08,AMAZON PRIME,-9.99
2025-05-16,SPOTIFY LTD,-5.99
2025-05-30,STUDENT FINANCE ENGLAND,1420.00
2025-06-01,BRIARWOOD HALLS,-498.00
2025-06-05,CAMPUS SPORT MEMBERSHIP,-19.50
2025-06-08,AMAZON PRIME,-9.99
2025-06-15,NORTHGATE LAUNDRY,-12.00
2025-06-16,SPOTIFY LTD,-5.99
2025-06-30,STUDENT FINANCE ENGLAND,1420.00
2025-07-01,BRIARWOOD HALLS,-498.00
2025-07-05,CAMPUS SPORT MEMBERSHIP,-19.50
2025-07-08,AMAZON PRIME,-9.99
2025-07-16,SPOTIFY LTD,-5.99
2025-07-30,STUDENT FINANCE ENGLAND,1420.00
2025-08-01,BRIARWOOD HALLS,-498.00
2025-08-05,CAMPUS SPORT MEMBERSHIP,-19.50
2025-08-08,AMAZON PRIME,-9.99
2025-08-16,SPOTIFY LTD,-5.99
2025-08-21,ALDI 1183,-24.70
2025-08-30,STUDENT FINANCE ENGLAND,1420.00
2025-09-01,BRIARWOOD HALLS,-498.00
2025-09-05,CAMPUS SPORT MEMBERSHIP,-19.50
2025-09-08,AMAZON PRIME,-9.99
2025-09-16,SPOTIFY LTD,-5.99
2025-09-30,STUDENT FINANCE ENGLAND,1420.00
2025-10-01,BRIARWOOD HALLS,-498.00
2025-10-05,CAMPUS SPORT MEMBERSHIP,-19.50
2025-10-08,AMAZON PRIME,-9.99
2025-10-09,TIDEWAY COACH TRAVEL,-46.50
2025-10-16,SPOTIFY LTD,-5.99
2025-10-30,STUDENT FINANCE ENGLAND,1420.00
2025-11-01,BRIARWOOD HALLS,-498.00
2025-11-05,CAMPUS SPORT MEMBERSHIP,-19.50
2025-11-08,AMAZON PRIME,-9.99
2025-11-16,SPOTIFY LTD,-5.99
2025-11-30,ALDI 1183,-35.15
2025-11-30,STUDENT FINANCE ENGLAND,1420.00
2025-12-01,BRIARWOOD HALLS,-498.00
2025-12-05,CAMPUS SPORT MEMBERSHIP,-19.50
2025-12-08,AMAZON PRIME,-9.99
2025-12-16,SPOTIFY LTD,-5.99
2025-12-30,STUDENT FINANCE ENGLAND,1420.00
