Date,Description,Amount
2025-01-02,SPOTIFY LTD,-16.99
2025-01-07,TANNERY REHEARSAL ROOMS,-165.00
2025-01-11,SPLICE SOUNDS,-9.99
2025-01-18,MUSICIANS UNION,-51.00
2025-01-24,THE LAMPLIGHTER GIG FEE,280.00
2025-01-25,FERNBANK STORAGE,-44.00
2025-02-02,SPOTIFY LTD,-16.99
2025-02-07,TANNERY REHEARSAL ROOMS,-165.00
2025-02-11,SPLICE SOUNDS,-9.99
2025-02-21,WESTGATE ARTS GIG FEE,450.00
2025-02-25,FERNBANK STORAGE,-44.00
2025-03-02,SPOTIFY LTD,-16.99
2025-03-07,TANNERY REHEARSAL ROOMS,-165.00
2025-03-11,SPLICE SOUNDS,-9.99
2025-03-15,STRINGS & THINGS REPAIR,-88.00
2025-03-25,FERNBANK STORAGE,-44.00
2025-04-02,PAYPAL *SPOTIFY,-16.99
2025-04-07,TANNERY REHEARSAL ROOMS,-165.00
2025-04-11,SPLICE SOUNDS,-9.99
2025-04-18,MUSICIANS UNION,-51.00
2025-04-18,THE LAMPLIGHTER GIG FEE,280.00
2025-04-25,FERNBANK STORAGE,-44.00
2025-05-02,SPOTIFY LTD,-16.99
2025-05-07,TANNERY REHEARSAL ROOMS,-165.00
2025-05-11,SPLICE SOUNDS,-9.99
2025-05-25,FERNBANK STORAGE,-44.00
2025-05-30,HARBOUR FESTIVAL FEE,1100.00
2025-06-02,SPOTIFY LTD,-16.99
2025-06-07,TANNERY REHEARSAL ROOMS,-165.00
2025-06-11,SPLICE SOUNDS,-11.99
2025-06-25,FERNBANK STORAGE,-44.00
2025-07-02,SPOTIFY LTD,-16.99
2025-07-07,TANNERY REHEARSAL ROOMS,-165.00
2025-07-11,SPLICE SOUNDS,-11.99
2025-07-12,WESTGATE ARTS GIG FEE,450.00
2025-07-18,MUSICIANS UNION,-51.00
2025-07-25,FERNBANK STORAGE,-44.00
2025-08-02,SPOTIFY P16.99,-16.99
2025-08-07,TANNERY REHEARSAL ROOMS,-165.00
2025-08-11,SPLICE SOUNDS,-11.99
2025-08-25,FERNBANK STORAGE,-44.00
2025-09-02,SPOTIFY LTD,-16.99
2025-09-07,TANNERY REHEARSAL ROOMS,-165.00
2025-09-11,SPLICE SOUNDS,-11.99
2025-09-25,FERNBANK STORAGE,-44.00
2025-09-27,THE LAMPLIGHTER GIG FEE,320.00
2025-10-02,SPOTIFY LTD,-16.99
2025-10-04,MERIDIAN AMP SERVICING,-145.00
2025-10-07,TANNERY REHEARSAL ROOMS,-165.00
2025-10-11,SPLICE SOUNDS,-11.99
2025-10-18,MUSICIANS UNION,-51.00
2025-10-25,FERNBANK STORAGE,-44.00
2025-11-02,SPOTIFY LTD,-16.99
2025-11-07,TANNERY REHEARSAL ROOMS,-165.00
2025-11-08,CATHEDRAL QUARTER SESSIONS,675.00
2025-11-11,SPLICE SOUNDS,-11.99
2025-11-25,FERNBANK STORAGE,-44.00
2025-12-02,SPOTIFY LTD,-16.99
2025-12-07,TANNERY REHEARSAL ROOMS,-165.00
2025-12-11,SPLICE SOUNDS,-11.99
2025-12-25,FERNBANK STORAGE,-44.00
