Date,Description,Amount
2025-01-01,BOROUGH COUNCIL TAX,-168.00
2025-01-04,PHARMACY DELIVERY SERVICE,-12.00
2025-01-09,ASHDOWN TAXI ACCOUNT,-96.50
2025-01-11,ICELAND 0338,-46.20
2025-01-19,SOUTHERN WATER,-58.90
2025-01-23,CARERS ALLOWANCE,332.00
2025-02-01,BOROUGH COUNCIL TAX,-168.00
2025-02-04,PHARMACY DELIVERY SERVICE,-12.00
2025-02-09,ASHDOWN TAXI ACCOUNT,-96.50
2025-02-23,CARERS ALLOWANCE,332.00
2025-02-26,MOBILITY DIRECT,-189.00
2025-03-01,BOROUGH COUNCIL TAX,-168.00
2025-03-04,PHARMACY DELIVERY SERVICE,-12.00
2025-03-09,ASHDOWN TAXI ACCOUNT,-96.50
2025-03-14,CARERS UK MEMBERSHIP,-36.00
2025-03-23,CARERS ALLOWANCE,332.00
2025-04-01,BOROUGH COUNCIL TAX,-168.00
2025-04-04,PHARMACY DELIVERY SERVICE,-12.00
2025-04-09,ASHDOWN TAXI ACCOUNT,-96.50
2025-04-14,ICELAND 0338,-38.95
2025-04-19,SOUTHERN WATER,-58.90
2025-04-23,CARERS ALLOWANCE,332.00
2025-05-01,BOROUGH COUNCIL TAX,-168.00
2025-05-04,PHARMACY DELIVERY SERVICE,-12.00
2025-05-09,ASHDOWN TAXI ACCOUNT,-96.50
2025-05-23,CARERS ALLOWANCE,332.00
2025-06-01,BOROUGH COUNCIL TAX,-168.00
2025-06-04,PHARMACY DELIVERY SERVICE,-12.00
2025-06-06,BRIARFIELD DAY CENTRE,-60.00
2025-06-09,ASHDOWN TAXI ACCOUNT,-96.50
2025-06-23,CARERS ALLOWANCE,332.00
2025-07-01,BOROUGH COUNCIL TAX,-168.00
2025-07-04,PHARMACY DELIVERY SERVICE,-12.00
2025-07-09,ASHDOWN TAXI ACCOUNT,-96.50
2025-07-19,SOUTHERN WATER,-58.90
2025-07-23,CARERS ALLOWANCE,332.00
2025-08-01,BOROUGH COUNCIL TAX,-168.00
2025-08-04,PHARMACY DELIVERY SERVICE,-12.00
2025-08-09,ASHDOWN TAXI ACCOUNT,-104.00
2025-08-23,CARERS ALLOWANCE,332.00
2025-08-23,ICELAND 0338,-51.10
2025-09-01,BOROUGH COUNCIL TAX,-168.00
2025-09-04,PHARMACY DELIVERY SERVICE,-12.00
2025-09-09,ASHDOWN TAXI ACCOUNT,-104.00
2025-09-23,CARERS ALLOWANCE,332.00
2025-10-01,BOROUGH COUNCIL TAX,-168.00
2025-10-04,PHARMACY DELIVERY SERVICE,-12.00
2025-10-09,ASHDOWN TAXI ACCOUNT,-104.00
2025-10-17,HAZELMERE CHIROPODY,-42.00
2025-10-19,SOUTHERN WATER,-58.90
2025-10-23,CARERS ALLOWANCE,332.00
2025-11-04,PHARMACY DELIVERY SERVICE,-12.00
2025-11-09,ASHDOWN TAXI ACCOUNT,-104.00
2025-11-23,CARERS ALLOWANCE,332.00
2025-12-04,PHARMACY DELIVERY SERVICE,-12.00
2025-12-09,ASHDOWN TAXI ACCOUNT,-104.00
2025-12-09,ICELAND 0338,-44.85
2025-12-23,CARERS ALLOWANCE,332.00
