Date,Description,Amount
2025-01-04,DISNEY PLUS,-7.99
2025-01-06,ORCHARD LANE NURSERY,-642.00
2025-01-11,SKY BROADBAND,-38.00
2025-01-13,SAINSBURYS 2287,-88.32
2025-01-15,BRITISH GAS,-121.50
2025-01-25,PENWORTHY TRUST PAYROLL,3120.00
2025-02-04,DISNEY PLUS,-7.99
2025-02-06,ORCHARD LANE NURSERY,-642.00
2025-02-08,HALFORDS 0912,-42.99
2025-02-11,SKY BROADBAND,-38.00
2025-02-15,BRITISH GAS,-121.50
2025-02-25,PENWORTHY TRUST PAYROLL,3120.00
2025-03-04,DISNEY PLUS,-7.99
2025-03-06,ORCHARD LANE NURSERY,-642.00
2025-03-11,SKY BROADBAND,-38.00
2025-03-15,BRITISH GAS,-121.50
2025-03-21,AVIVA MOTOR,-486.00
2025-03-25,PENWORTHY TRUST PAYROLL,3120.00
2025-04-04,DISNEY PLUS,-7.99
2025-04-06,ORCHARD LANE NURSERY,-642.00
2025-04-11,SKY BROADBAND,-38.00
2025-04-15,BRITISH GAS,-121.50
2025-04-22,SAINSBURYS 2287,-91.05
2025-04-25,PENWORTHY TRUST PAYROLL,3120.00
2025-05-04,DISNEY PLUS,-7.99
2025-05-06,ORCHARD LANE NURSERY,-642.00
2025-05-11,SKY BROADBAND,-38.00
2025-05-15,BRITISH GAS,-121.50
2025-05-25,PENWORTHY TRUST PAYROLL,3120.00
2025-06-04,DISNEY PLUS,-7.99
2025-06-06,ORCHARD LANE NURSERY,-642.00
2025-06-11,SKY BROADBAND,-38.00
2025-06-15,BRITISH GAS,-121.50
2025-06-25,PENWORTHY TRUST PAYROLL,3120.00
2025-06-30,KESTREL SOFT PLAY,-24.00
2025-07-04,DISNEY PLUS,-7.99
2025-07-06,ORCHARD LANE NURSERY,-642.00
2025-07-11,SKY BROADBAND,-38.00
2025-07-15,BRITISH GAS,-121.50
2025-07-25,PENWORTHY TRUST PAYROLL,3120.00
2025-08-04,DISNEY PLUS,-7.99
2025-08-06,ORCHARD LANE NURSERY,-642.00
2025-08-11,SKY BROADBAND,-38.00
2025-08-15,BRITISH GAS,-121.50
2025-08-17,SAINSBURYS 2287,-102.44
2025-08-25,PENWORTHY TRUST PAYROLL,3120.00
2025-09-04,DISNEY PLUS,-7.99
2025-09-06,ORCHARD LANE NURSERY,-671.00
2025-09-11,SKY BROADBAND,-38.00
2025-09-15,BRITISH GAS,-121.50
2025-09-25,PENWORTHY TRUST PAYROLL,3120.00
2025-10-03,WYNDHAM DENTAL PRACTICE,-78.00
2025-10-04,DISNEY PLUS,-7.99
2025-10-06,ORCHARD LANE NURSERY,-671.00
2025-10-11,SKY BROADBAND,-38.00
2025-10-15,BRITISH GAS,-121.50
2025-10-25,PENWORTHY TRUST PAYROLL,3120.00
2025-11-04,DISNEY PLUS,-7.99
2025-11-06,ORCHARD LANE NURSERY,-671.00
2025-11-11,SKY BROADBAND,-38.00
2025-11-15,BRITISH GAS,-121.50
2025-11-25,PENWORTHY TRUST PAYROLL,3120.00
2025-12-04,DISNEY PLUS,-7.99
2025-12-06,ORCHARD LANE NURSERY,-671.00
2025-12-11,SKY BROADBAND,-38.00
2025-12-12,SAINSBURYS 2287,-134.60
2025-12-15,BRITISH GAS,-121.50
2025-12-25,PENWORTHY TRUST PAYROLL,3120.00
