Date,Description,Amount
2025-01-02,KINGSGATE WORKSPACE,-210.00
2025-01-07,STRIPE* ADOBE,-61.30
2025-01-09,DROPBOX,-9.99
2025-01-14,XERO ACCOUNTING,-33.00
2025-01-20,HISCOX PROFESSIONAL,-39.60
2025-01-28,FAIRWEATHER STUDIO INVOICE,1840.00
2025-02-02,KINGSGATE WORKSPACE,-210.00
2025-02-07,ADOBE CREATIVE CLOUD,-61.30
2025-02-09,DROPBOX,-9.99
2025-02-14,XERO ACCOUNTING,-33.00
2025-03-02,KINGSGATE WORKSPACE,-210.00
2025-03-07,ADOBE CREATIVE CLOUD,-61.30
2025-03-09,DROPBOX,-9.99
2025-03-14,XERO ACCOUNTING,-33.00
2025-03-26,FAIRWEATHER STUDIO INVOICE,2210.00
2025-04-02,KINGSGATE WORKSPACE,-210.00
2025-04-07,ADOBE CREATIVE CLOUD,-61.30
2025-04-09,DROPBOX,-9.99
2025-04-11,HMRC PAYMENT ON ACCOUNT,-1450.00
2025-04-14,XERO ACCOUNTING,-33.00
2025-04-20,HISCOX PROFESSIONAL,-39.60
2025-05-02,KINGSGATE WORKSPACE,-210.00
2025-05-07,SQ *ADOBE CC,-61.30
2025-05-09,DROPBOX,-9.99
2025-05-14,XERO ACCOUNTING,-33.00
2025-05-29,LARKSPUR MEDIA INVOICE,1975.00
2025-06-02,KINGSGATE WORKSPACE,-210.00
2025-06-07,ADOBE CREATIVE CLOUD,-61.30
2025-06-09,DROPBOX,-9.99
2025-06-14,XERO ACCOUNTING,-33.00
2025-07-02,KINGSGATE WORKSPACE,-210.00
2025-07-07,ADOBE CREATIVE CLOUD,-61.30
2025-07-09,DROPBOX,-9.99
2025-07-14,XERO ACCOUNTING,-33.00
2025-07-20,HISCOX PROFESSIONAL,-39.60
2025-07-30,FAIRWEATHER STUDIO INVOICE,2040.00
2025-08-02,KINGSGATE WORKSPACE,-210.00
2025-08-07,ADOBE CREATIVE CLOUD,-65.98
2025-08-09,DROPBOX,-9.99
2025-08-14,XERO ACCOUNTING,-33.00
2025-09-02,KINGSGATE WORKSPACE,-210.00
2025-09-07,ADOBE CREATIVE CLOUD,-65.98
2025-09-09,DROPBOX,-9.99
2025-09-14,XERO ACCOUNTING,-33.00
2025-09-24,LARKSPUR MEDIA INVOICE,1620.00
2025-10-02,KINGSGATE WORKSPACE,-210.00
2025-10-07,ADOBE CREATIVE CLOUD,-65.98
2025-10-09,DROPBOX,-9.99
2025-10-11,HMRC PAYMENT ON ACCOUNT,-1450.00
2025-10-14,XERO ACCOUNTING,-33.00
2025-10-20,HISCOX PROFESSIONAL,-39.60
2025-11-02,KINGSGATE WORKSPACE,-210.00
2025-11-07,ADOBE CREATIVE CLOUD,-65.98
2025-11-09,DROPBOX,-9.99
2025-11-14,XERO ACCOUNTING,-33.00
2025-11-27,FAIRWEATHER STUDIO INVOICE,2380.00
2025-12-02,KINGSGATE WORKSPACE,-210.00
2025-12-07,ADOBE CREATIVE CLOUD,-65.98
2025-12-09,DROPBOX,-9.99
2025-12-14,XERO ACCOUNTING,-33.00
