Date,Description,Amount
2025-01-01,TRAINLINE SEASON,-312.00
2025-01-06,HALFORDS SERVICE PLAN,-14.50
2025-01-15,ZWIFT,-12.99
2025-01-20,OCTOPUS ENERGY,-94.30
2025-01-28,GRANTHAM & VALE PAYROLL,2890.00
2025-02-01,TRAINLINE SEASON,-312.00
2025-02-06,HALFORDS SERVICE PLAN,-14.50
2025-02-12,LIDL 0871,-39.90
2025-02-15,ZWIFT,-12.99
2025-02-20,OCTOPUS ENERGY,-94.30
2025-02-28,GRANTHAM & VALE PAYROLL,2890.00
2025-03-01,TRAINLINE SEASON,-331.00
2025-03-06,HALFORDS SERVICE PLAN,-14.50
2025-03-09,BRITISH CYCLING,-78.00
2025-03-15,ZWIFT,-12.99
2025-03-20,OCTOPUS ENERGY,-94.30
2025-03-22,THE COG & SPOKE WORKSHOP,-118.00
2025-03-28,GRANTHAM & VALE PAYROLL,2890.00
2025-04-01,TRAINLINE SEASON,-331.00
2025-04-06,HALFORDS SERVICE PLAN,-14.50
2025-04-15,ZWIFT,-12.99
2025-04-20,OCTOPUS ENERGY,-94.30
2025-04-28,GRANTHAM & VALE PAYROLL,2890.00
2025-05-01,TRAINLINE SEASON,-331.00
2025-05-05,LIDL 0871,-44.15
2025-05-06,HALFORDS SERVICE PLAN,-14.50
2025-05-15,ZWIFT,-12.99
2025-05-20,OCTOPUS ENERGY,-94.30
2025-05-28,GRANTHAM & VALE PAYROLL,2890.00
2025-06-01,TRAINLINE SEASON,-331.00
2025-06-06,HALFORDS SERVICE PLAN,-14.50
2025-06-15,ZWIFT,-12.99
2025-06-20,OCTOPUS ENERGY,-94.30
2025-06-28,GRANTHAM & VALE PAYROLL,2890.00
2025-07-01,TRAINLINE SEASON,-331.00
2025-07-06,HALFORDS SERVICE PLAN,-14.50
2025-07-15,ZWIFT,-12.99
2025-07-19,SUMMIT OUTDOOR SUPPLIES,-205.00
2025-07-20,OCTOPUS ENERGY,-94.30
2025-07-28,GRANTHAM & VALE PAYROLL,2890.00
2025-08-01,TRAINLINE SEASON,-331.00
2025-08-06,HALFORDS SERVICE PLAN,-14.50
2025-08-15,ZWIFT,-12.99
2025-08-20,OCTOPUS ENERGY,-94.30
2025-08-28,GRANTHAM & VALE PAYROLL,2890.00
2025-09-01,TRAINLINE SEASON,-331.00
2025-09-06,HALFORDS SERVICE PLAN,-14.50
2025-09-08,LIDL 0871,-36.70
2025-09-15,ZWIFT,-12.99
2025-09-20,OCTOPUS ENERGY,-94.30
2025-09-28,GRANTHAM & VALE PAYROLL,2890.00
2025-10-01,TRAINLINE SEASON,-331.00
2025-10-06,HALFORDS SERVICE PLAN,-14.50
2025-10-15,ZWIFT,-12.99
2025-10-20,OCTOPUS ENERGY,-94.30
2025-10-26,THE COG & SPOKE WORKSHOP,-92.50
2025-10-28,GRANTHAM & VALE PAYROLL,2890.00
2025-11-01,TRAINLINE SEASON,-331.00
2025-11-06,HALFORDS SERVICE PLAN,-14.50
2025-11-15,ZWIFT,-12.99
2025-11-20,OCTOPUS ENERGY,-94.30
2025-11-28,GRANTHAM & VALE PAYROLL,2890.00
2025-12-01,TRAINLINE SEASON,-331.00
2025-12-06,HALFORDS SERVICE PLAN,-14.50
2025-12-15,LIDL 0871,-61.30
2025-12-15,ZWIFT,-12.99
2025-12-20,OCTOPUS ENERGY,-94.30
2025-12-28,GRANTHAM & VALE PAYROLL,2890.00
