Date,Description,Amount
2025-01-01,MEADOWBANK LETTINGS,-895.00
2025-01-05,BUBBLE NAPPY SUBSCRIPTION,-34.99
2025-01-08,VODAFONE,-22.00
2025-01-13,LITTLE ACORNS SENSORY,-48.00
2025-01-17,BOOTS 2231,-34.60
2025-01-27,STATUTORY MATERNITY PAY,1210.00
2025-02-01,MEADOWBANK LETTINGS,-895.00
2025-02-05,BUBBLE NAPPY SUBSCRIPTION,-34.99
2025-02-08,VODAFONE,-22.00
2025-02-13,LITTLE ACORNS SENSORY,-48.00
2025-02-22,WATERSIDE PHYSIOTHERAPY,-55.00
2025-02-27,STATUTORY MATERNITY PAY,1210.00
2025-03-01,MEADOWBANK LETTINGS,-895.00
2025-03-05,BUBBLE NAPPY SUBSCRIPTION,-34.99
2025-03-06,MOTHERCARE ONLINE,-128.00
2025-03-08,VODAFONE,-22.00
2025-03-13,LITTLE ACORNS SENSORY,-48.00
2025-03-22,WATERSIDE PHYSIOTHERAPY,-55.00
2025-03-27,STATUTORY MATERNITY PAY,1210.00
2025-04-01,MEADOWBANK LETTINGS,-895.00
2025-04-05,BUBBLE NAPPY SUBSCRIPTION,-34.99
2025-04-08,VODAFONE,-22.00
2025-04-13,LITTLE ACORNS SENSORY,-48.00
2025-04-22,WATERSIDE PHYSIOTHERAPY,-55.00
2025-04-25,BOOTS 2231,-41.20
2025-04-27,STATUTORY MATERNITY PAY,1210.00
2025-05-01,MEADOWBANK LETTINGS,-895.00
2025-05-05,BUBBLE NAPPY SUBSCRIPTION,-34.99
2025-05-08,VODAFONE,-22.00
2025-05-13,LITTLE ACORNS SENSORY,-48.00
2025-05-22,WATERSIDE PHYSIOTHERAPY,-55.00
2025-05-27,STATUTORY MATERNITY PAY,1210.00
2025-06-01,MEADOWBANK LETTINGS,-895.00
2025-06-05,BUBBLE NAPPY SUBSCRIPTION,-34.99
2025-06-08,VODAFONE,-22.00
2025-06-11,KESTREL PHOTOGRAPHY,-95.00
2025-06-13,LITTLE ACORNS SENSORY,-48.00
2025-06-27,STATUTORY MATERNITY PAY,1210.00
2025-07-01,MEADOWBANK LETTINGS,-895.00
2025-07-05,BUBBLE NAPPY SUBSCRIPTION,-34.99
2025-07-08,VODAFONE,-22.00
2025-07-13,LITTLE ACORNS SENSORY,-48.00
2025-07-27,STATUTORY MATERNITY PAY,1210.00
2025-08-01,MEADOWBANK LETTINGS,-895.00
2025-08-03,BOOTS 2231,-28.75
2025-08-05,BUBBLE NAPPY SUBSCRIPTION,-34.99
2025-08-08,VODAFONE,-22.00
2025-08-13,LITTLE ACORNS SENSORY,-48.00
2025-08-27,STATUTORY MATERNITY PAY,1210.00
2025-09-01,MEADOWBANK LETTINGS,-895.00
2025-09-05,BUBBLE NAPPY SUBSCRIPTION,-34.99
2025-09-08,VODAFONE,-22.00
2025-09-13,LITTLE ACORNS SENSORY,-48.00
2025-09-27,STATUTORY MATERNITY PAY,1210.00
2025-09-28,HARLOW & SONS NURSERY FURNITURE,-310.00
2025-10-01,MEADOWBANK LETTINGS,-895.00
2025-10-05,BUBBLE NAPPY SUBSCRIPTION,-38.99
2025-10-08,VODAFONE,-22.00
2025-10-13,LITTLE ACORNS SENSORY,-48.00
2025-10-27,STATUTORY MATERNITY PAY,1210.00
2025-11-01,MEADOWBANK LETTINGS,-895.00
2025-11-05,BUBBLE NAPPY SUBSCRIPTION,-38.99
2025-11-08,VODAFONE,-22.00
2025-11-13,LITTLE ACORNS SENSORY,-48.00
2025-11-27,STATUTORY MATERNITY PAY,1210.00
2025-12-01,MEADOWBANK LETTINGS,-895.00
2025-12-02,BOOTS 2231,-52.40
2025-12-05,BUBBLE NAPPY SUBSCRIPTION,-38.99
2025-12-08,VODAFONE,-22.00
2025-12-13,LITTLE ACORNS SENSORY,-48.00
2025-12-27,STATUTORY MATERNITY PAY,1210.00
