Date,Description,Amount
2025-01-03,BT LANDLINE,-32.40
2025-01-06,ST CUTHBERTS PARISH MAGAZINE,-4.50
2025-01-09,MORRISONS 0447,-52.18
2025-01-24,SEVERN TRENT WATER,-61.20
2025-01-26,HAWKRIDGE PENSION SCHEME,1680.00
2025-02-03,BT LANDLINE,-32.40
2025-02-06,ST CUTHBERTS PARISH MAGAZINE,-4.50
2025-02-26,HAWKRIDGE PENSION SCHEME,1680.00
2025-03-03,BT LANDLINE,-32.40
2025-03-06,ST CUTHBERTS PARISH MAGAZINE,-4.50
2025-03-10,SAGA HOME INSURANCE,-318.00
2025-03-14,PENNYFIELD GARDEN CENTRE,-38.75
2025-03-17,NATIONAL TRUST,-84.00
2025-03-26,HAWKRIDGE PENSION SCHEME,1680.00
2025-04-03,BT LANDLINE,-32.40
2025-04-06,ST CUTHBERTS PARISH MAGAZINE,-4.50
2025-04-24,SEVERN TRENT WATER,-61.20
2025-04-26,HAWKRIDGE PENSION SCHEME,1680.00
2025-05-02,MORRISONS 0447,-44.90
2025-05-03,BT LANDLINE,-35.90
2025-05-06,ST CUTHBERTS PARISH MAGAZINE,-4.50
2025-05-26,HAWKRIDGE PENSION SCHEME,1680.00
2025-06-03,BT LANDLINE,-35.90
2025-06-06,ST CUTHBERTS PARISH MAGAZINE,-4.50
2025-06-26,HAWKRIDGE PENSION SCHEME,1680.00
2025-06-27,ELMTREE OPTICIANS,-145.00
2025-07-03,BT LANDLINE,-35.90
2025-07-06,ST CUTHBERTS PARISH MAGAZINE,-4.50
2025-07-24,SEVERN TRENT WATER,-61.20
2025-07-26,HAWKRIDGE PENSION SCHEME,1680.00
2025-08-03,BT LANDLINE,-35.90
2025-08-06,ST CUTHBERTS PARISH MAGAZINE,-4.50
2025-08-08,MORRISONS 0447,-58.32
2025-08-26,HAWKRIDGE PENSION SCHEME,1680.00
2025-09-03,BT LANDLINE,-35.90
2025-09-06,ST CUTHBERTS PARISH MAGAZINE,-4.50
2025-09-20,HOLLOWAY COACH TOURS,-265.00
2025-09-26,HAWKRIDGE PENSION SCHEME,1680.00
2025-10-03,BT LANDLINE,-35.90
2025-10-06,ST CUTHBERTS PARISH MAGAZINE,-4.50
2025-10-24,SEVERN TRENT WATER,-61.20
2025-10-26,HAWKRIDGE PENSION SCHEME,1680.00
2025-11-03,BT LANDLINE,-35.90
2025-11-06,ST CUTHBERTS PARISH MAGAZINE,-4.50
2025-11-26,HAWKRIDGE PENSION SCHEME,1680.00
2025-12-03,BT LANDLINE,-35.90
2025-12-05,MORRISONS 0447,-71.44
2025-12-06,ST CUTHBERTS PARISH MAGAZINE,-4.50
2025-12-26,HAWKRIDGE PENSION SCHEME,1680.00
